question,options,correct_label
"Enzymes are a type of what, and as such, they are not reactants in the reactions they control?",a) neurotransmitter b) catalyst c) hormone d) metabolite,b
The entire volume of what is filtered through the kidneys about 300 times per day?,a) blood b) urine c) gastric juice d) saliva,a
The elements in group 2 are called what?,a) metal alloys b) alkaline earth metals c) noble gases d) halogens,b
What term decribes the amount of time required for half of the original material to decay in an isotope?,a) life cycle b) half-life c) Geiger count d) radioactive isotope,b
What occurs when water lost by transpiration is not replaced by absorbtion from room?,a) rotting b) perspiration c) wilting d) shedding,c
"Molds, pollen, and pet dander are examples of air pollution with what type of source?",a) ecological b) physical c) biological d) chemical,c
Neurons are classified based on the direction in which they carry what?,a) energy b) neurotransmitters c) metabolism impulses d) nerve impulses,d
What is the process of making an observation in terms of a numerical scale and recording the value?,a) graduation b) ambient c) respiration d) measurement,d
What makes monotremes different than other mammals?,a) they lay eggs b) they reproduce asexually c) they lack backbones d) they spawn,a
The strength of bases is measured on what scale?,a) litmus test b) acid test c) ph scale d) pneumatic scale,c
What type of isomers contain the same number of atoms of each kind but differ in which atoms are bonded to one another?,a) unique isomers b) structural isomers c) constitutional isomers d) different isomers,b
What is the gas that gives rotten eggs and sewage their distinctive smell?,a) methane b) calcium sulfide c) hydrogen sulfide d) hydrogen peroxide,c
What two values does a blood pressure reading include?,a) cholesterol and systolic b) systolic and diastolic c) biotic and abiotic d) high and low,b
"In humans, what period lasts from the ninth week of development until birth?",a) development period b) third trimester c) plasma period d) fetal period,d
Where are protons found in the atom?,a) within electrons b) in the nucleus c) outside the nucleus d) in the orbital,b
What is produced when haploid gametes fuse in sexual reproduction?,a) cell cluster b) diploid zygote c) isolated zygote d) deformity,b
What are the two different types of vascular tissues called?,a) biotic and abiotic b) xylem and phloem c) acid and base d) epidermis and dermis,b
During which stage of development do all the major organs begin to form?,a) nascent b) embryonic c) third trimester d) transgenic,b
"At the anode, liquid chloride ions are oxidized to what?",a) nitrogen gas b) elemental gas c) chlorine gas d) Heavy Gas,c
A diploid cell contains two sets of what?,a) atoms b) ribosomes c) neutrons d) chromosomes,d
On what basis are lipoproteins classified?,a) weight b) mass c) diameter d) density,d
"The two ovaries are small, oval organs on either side of what part of the body?",a) heart b) pancreas c) lungs d) uterus,d
Gas exchange during respiration occurs primarily through what?,a) diffusion b) secretion c) activation d) vaporization,a
Enzymes in the stomach and small intestine break down proteins into what components?,a) amino acids b) antioxidants c) lactic acids d) atoms,a
Organisms incapable of photosynthesis that must therefore obtain energy and carbon from food by consuming other organisms are called what?,a) heterotrophs b) autotrophs c) chemoautotrophs d) photoautotrophs,a
What allows theories to be widely accepted?,a) hypothesis b) theory c) observation d) evidence,d
Elements that specifically are noted to have properties of both metals and nonmetals are known as what?,a) alloys b) alkali metals c) metalloids d) compund metals,c
What is the measure of change in velocity of a moving object?,a) acceleration b) vibration c) transmission d) kinetic energy,a
What celestial events are the source of elements heavier than iron?,a) Space b) galaxies c) supernovas d) neutrons,c
Algae are similar to plants in that they both produce their food through what process?,a) mitosis b) cell division c) photosynthesis d) hydrolysis,c
What do fungi produce to digest nutrients?,a) sporozoans b) exoenzymes c) amino d) pores,b
"When light passes from one medium to another, it changes what?",a) temperature b) density c) color d) speed,d
The distance between the crests of electromagnetic waves is called what?,a) trough b) crest c) variation d) wavelength,d
"People with celiac disease have an immune response to what, which ultimately leads to malnutrition, cramping, and diarrhea?",a) seeds b) lactose c) gluten d) fish,c
Chlorophyll is used in what food-making process that plants carry out?,a) isolation b) photosynthesis c) colorization d) digestion,b
What does an ammeter measure the flow of?,a) current through a circuit b) water under pressure c) wind d) magnetic fields,a
"Burning forests, growing rice and raising livestock all cause a release of what into the atmosphere?",a) glucose gases b) carbonate gases c) oxide gases d) greenhouse gases,d
"What type of pollution comes from sewage, storm drains, septic tanks, boats, and runoff from yards?",a) municipal b) urban c) collective d) social,a
What does oil do when mixed with water?,a) dissappears b) dissolves c) precipitates d) forms droplets,d
What is the term for the movement of individuals out of a population?,a) emigration b) immigration c) colonization d) succession,a
What might a scientist do to confirm the work of another?,a) replicate their work b) develop a completely different experiment c) question their methods d) study their work,a
Polar molecules result from differences in electronegativity of what in the molecule?,a) atoms b) protons c) ions d) iron,a
A diver's air bubbles increase in size as he approaches the surface because what decreases?,a) water weight b) water direction c) water energy d) water pressure,d
Positive charge is mostly found in what part of an atom?,a) ions b) nucleus c) electron shell d) neutrons,b
"In the lens makers' equation, diverging lenses and virtual images are associated with what kinds of numbers?",a) variable numbers b) positive numbers c) negative numbers d) fractional numbers,c
What is another name for producers?,a) allergens b) rotifers c) autotrophs d) plants,c
"Consisting of a stigma, style, and ovary, the pistil of a flower is what type of organ?",a) female neural organ b) female immune organ c) female respiratory organ d) female reproductive organ,d
Chewing insects such as dragonflies and grasshoppers have how many sets of jaws?,a) three b) one c) two d) four,c
What kind of change occurs whenever matter changes into an entirely different substance with different chemical properties?,a) carbon change b) physical change c) chemical change d) reversible change,c
"What is a small, relatively simple single-celled organism called?",a) eukaryote b) ribosome c) amoeba d) prokaryote,d
The golgi apparatus works like a mail room by receiving and sending what?,a) acids b) particles c) enzymes d) proteins,d
Which part of the body has mucus and hair to trap dust and also warms and moistens air so to not harm lung tissue?,a) the tongue b) the ear c) the nose d) the throat,c
What are the structures in the cytoplasm where proteins are made?,a) nucleus b) chromosomes c) prokaryotes d) ribosomes,d
What is the key issue in the small-population approach?,a) genetic mutation b) genetic variation c) alternative variation d) disease variation,b
What is the minimum depth in the aphotic zone?,a) 200 meters b) 450 meters c) 150 meters d) 10 meters,a
What is the process by which plants gain energy and produce sugar?,a) glycolysis b) photosynthesis c) chemosynthesis d) respiration,b
What are embedded in the membranes of b cells and bind a variety of antigens through their variable regions?,a) a.m. cell receptors b) b.a.p cell receptors c) b cell receptors d) er cell receptors,c
